ASSASSIN'S CREED ORIGINS: THE CURSE OF THE PHARAOHS;83;7.5;PlayStation 4;Ubisoft;Ubisoft Sofia;Mar 13, 2018;Curse of the Pharaohs, the third major expansion for Assassin's Creed Origins, takes Bayek to find a mysterious artifact in Thebes, where he immediately runs into much more than he bargained for. Instead of the mortal and deceitful Order of the Ancients, he finds undead pharaohs… Expand;15 ;Action Adventure,Open-World
DMC: DEVIL MAY CRY DEFINITIVE EDITION;83;7.6;PlayStation 4;Capcom;Ninja Theory;Mar 10, 2015;The definitive edition of this action game arrives with enhanced 1080p graphics at 60fps, new features and all the original DLC included. Chain together stylish combos with up to 8 unique weapons. Traverse the demonic world of Limbo as you join Dante and Vergil in the legendary rebirth of… Expand;53 ;Fantasy,Action Adventure,General,Linear
DISGAEA 1 COMPLETE;83;7.5;PlayStation 4;NIS America;Nippon Ichi Software;Oct 9, 2018;The Overlord is dead. The Netherworld is in turmoil. Time to kick some ass! Netherworld Prince Laharl awakens to fight for his throne and it's up to him and some unlikely allies to defend what is rightfully his. Together with his devious vassal Etna, the angel trainee Flonne, and a whole… Expand;8 ;Strategy,Turn-Based,Tactics
PRO EVOLUTION SOCCER 2018;83;7.2;PlayStation 4;Konami;Konami;Sep 12, 2017;Real Touch+ adds a new dimension to ball control, with full body touch allowing various parts of the body to control the ball based on the unpredictability of the ball movement. Set pieces have been reworked with a new Free Kick and Penalty Kick system, alongside the option to choose the new… Expand;53 ;Sports,Team,Soccer,Sim
CALL OF DUTY: BLACK OPS 4;83;4.0;PlayStation 4;Activision;Treyarch;Oct 12, 2018;Black Ops returns - in your face. Featuring gritty, grounded, fluid Multiplayer combat, a massive Zombies offering with 3 full undead adventures at launch, and Blackout, where the universe of Black Ops comes to life in one huge battle royale experience featuring the largest map in Call of… Expand;72 ;Action,Shooter,First-Person,Tactical
GHOST OF TSUSHIMA;83;9.2;PlayStation 4;Sony Interactive Entertainment;Sucker Punch;Jul 17, 2020;The year is 1274. Samurai warriors are the legendary defenders of Japan -- until the fearsome Mongol Empire invades the island of Tsushima, wreaking havoc and conquering the local population. As one of the last surviving samurai, you rise from the ashes to fight back. But, honorable tactics… Expand;122 ;General,Action Adventure,Open-World
GUACAMELEE! 2;83;8.0;PlayStation 4;DrinkBox Studios;DrinkBox Studios;Aug 21, 2018;Head back to the Mexiverse in this sequel to Guacamelee! Uppercut your way to victory across stunning new hand-crafted levels. Featuring full 4-player co-op, fancy new wrestling moves, sassy new bosses, twice the enemies, and 300% more chickens.;68 ;Action,Platformer,2D
FAR: LONE SAILS;83;5.6;PlayStation 4;Okomotive;Okomotive;Apr 2, 2019;Traverse a desiccated seabed littered with the remains of a decaying civilization. Keep your vessel going, overcome obstacles, and withstand hazardous weather conditions. Where will this journey take you? Are you the last of your kind?;8 ;Action,Action Adventure,Platformer,Linear,2D
BLOODSTAINED: RITUAL OF THE NIGHT;83;8.4;PlayStation 4;505 Games;ArtPlay;Jun 18, 2019;You are Miriam, an orphan scarred by an alchemist curse which slowly crystallizes your skin. You must battle your way through a demon-filled castle summoned by Gebel, your old friend whose body has become more crystal than flesh.* Exploration: Bloodstained's story unfolds as you explore… Expand;54 ;Action,Platformer,2D,Role-Playing,Action RPG
ASSASSIN'S CREED IV: BLACK FLAG;83;7.9;PlayStation 4;Ubisoft;Ubisoft;Nov 12, 2013;The year is 1715. Pirates rule the waters of the Caribbean and have established a lawless Republic. Among these outlaws is a lethal young captain named Edward Kenway. His notorious exploits earn the respect of legends like Blackbeard, but draw him into an ancient war that may destroy… Expand;29 ;Action Adventure,Historic,Historic,Open-World
CRASH TEAM RACING: NITRO-FUELED;83;6.8;PlayStation 4;Activision;Beenox;Jun 21, 2019;Start your engines with the original game modes, characters, tracks, power-ups, weapons and controls. Power slide to glory in additional karts and tracks from beyond the original game. Race online with friends and Crash the competition with online leader boards.;75 ;Racing,Arcade,Automobile
KINGDOM HEARTS III;83;8.0;PlayStation 4;Square Enix;Square Enix;Jan 29, 2019;KINGDOM HEARTS III tells the story of the power of friendship and light vs. darkness as Sora and his friends embark on a perilous adventure. Set in a vast array of Disney and Pixar worlds, KINGDOM HEARTS follows the journey of Sora, an unknowing heir to a spectacular power. Sora is joined by… Expand;88 ;Action RPG,Action Adventure,Fantasy,Role-Playing,Action RPG
PREY: MOONCRASH;83;7.1;PlayStation 4;Bethesda Softworks;Arkane Studios;Jun 11, 2018;Fight overwhelming odds to escape a secret TranStar moon base where the enemies you encounter, the hazards you face, the goals you complete, and the loot you collect are different each time you play. With changing environments as dangerous as they are dynamic, the Mooncrash campaign for Prey… Expand;12 ;Action,Shooter,First-Person,Arcade
DARKEST DUNGEON;83;7.8;PlayStation 4;Red Hook Studios;Red Hook Studios;Sep 27, 2016;Darkest Dungeon is a gothic roguelike RPG dungeon crawler about the psychological stresses of adventuring. You will lead a band of four heroes on a perilous side-scrolling descent, dealing with a prodigious number of threats to their bodily health, and worse, a relentless assault on their… Expand;16 ;Role-Playing,General
RESIDENT EVIL HD REMASTER;83;8.5;PlayStation 4;Capcom;Capcom;Jan 20, 2015;In 1998 a special forces team was sent to investigate some bizarre murders on the outskirts of Raccoon City. Upon arrival they were attacked by a pack of blood-thirsty dogs and were forced to take cover in a nearby mansion. But the scent of death hung heavy in the air. Supplies were scarce… Expand;49 ;Horror,Action Adventure,Survival
PUYO PUYO TETRIS;83;7.4;PlayStation 4;Sega ;Sega;Apr 25, 2017;Two puzzle game juggernauts collide as Tetris, one of the largest-selling and recognized brands in gaming history, and Puyo Puyo from SEGA have combined to create a fun-to-play, fast-paced, competitive party game like no other! The game has tons of different styles of gameplay from the… Expand;16 ;Puzzle,Stacking
CALL OF DUTY: MODERN WARFARE REMASTERED;83;7.1;PlayStation 4;Activision;Infinity Ward;Nov 4, 2016;Call of Duty: Modern Warfare is back, remastered in true high-definition, featuring improved textures, physically based rendering, high-dynamic range lighting and much more. Relive one of the most iconic campaigns in history, as you are transported around the globe, including fan favorite… Expand;27 ;Arcade,Action,Shooter,First-Person,Tactical
MLB THE SHOW 20;83;6.6;PlayStation 4;SCEE ;SCEA San Diego Studios;Mar 13, 2020;Run the table and rake in rewards with brand new mode “Showdown”. A new experience and updates throughout DD make Diamond Dynasty the best version yet.;39 ;Sports,Team,Baseball,Sim
SACKBOY: A BIG ADVENTURE;83;8.5;PlayStation 4;PlayStation Studios;Sumo Digital;Nov 12, 2020;Perilous platforming experience - Explore here, there and everywhere as you utilize sackboy's cool, diverse move-set to face a huge variety of thrilling challenges, fierce enemies and startling surprises. Re-stuffed. Re-stitched. Re-zipped - sack boy returns to the big time stuffed with… Expand;8 ;Action,Platformer,3D
ZEN PINBALL 2: PORTAL PINBALL;83;4.9;PlayStation 4;Zen Studios;Zen Studios;May 26, 2015;Zen Studios, in collaboration with Aperture Laboratories and Valve, is proud to present the Aperture Science Heuristic Portal Pinball Device, proving that persistent experimentation is not only the hallmark of good science for the benefit of mankind, but also incalculably fun!Table… Expand;8 ;Action,Pinball
DRAGON QUEST BUILDERS;83;8.1;PlayStation 4;Square Enix;Square Enix;Oct 11, 2016;Dragon Quest Builders returns to Alefgard—a land laid low by the evil Dragonlord. It is your mission to rebuild, restore and revive the ruined realm. Rebuild the world in your own image using the blocks that make up the vast land of Alefgard in this block-building RPG.;76 ;Action Adventure,Sandbox
TRANSISTOR;83;8.2;PlayStation 4;Supergiant Games;Supergiant Games;May 20, 2014;Transistor is a science-fiction-themed action role-playing game set in a futuristic city where you will take on the role of a young woman who gains control of an extraordinary weapon of unknown origin after a mysterious group of assailants nearly kills her with it.;57 ;Role-Playing,Action RPG,Action RPG
THE YAKUZA REMASTERED COLLECTION;83;7.6;PlayStation 4;Sega;Ryu ga Gotoku Studios;Aug 20, 2019;Complete The Dragon of Dojima's JourneyCelebrate Kazuma Kiryu's saga with the beautifully remastered Yakuza 3, 4, and 5. With restored content and updated localization in 1080p and 60fps, experience the complete Yakuza collection on one console for the first time in history.;21 ;Miscellaneous,Compilation
YOKU'S ISLAND EXPRESS;83;7.6;PlayStation 4;Villa Gorilla;Villa Gorilla;May 29, 2018;Yoku’s Island Express is an open world/metroidvania-style pinball adventure, Seamlessly blending platform navigation with pinball mechanics across a large open world.;11 ;Action,Pinball
YAKUZA 6: THE SONG OF LIFE;83;8.4;PlayStation 4;Sega;Ryu ga Gotoku Studios;Apr 17, 2018;In Yakuza 6, Kazuma Kiryu will find out exactly how much people are willing to sacrifice for family -- be those ties through blood or bond -- when he investigates a series of shadowy events that involve the ones he holds closest to his heart. Fresh out of a three-year prison sentence, an… Expand;91 ;Action Adventure,Open-World
BATTLE CHEF BRIGADE;83;tbd;PlayStation 4;Adult Swim;Trinket Studios;Aug 28, 2018;Vive la Brigade!Welcome to Victusia, where the members of the elite Battle Chef Brigade are revered for their ability to skillfully take down monsters and transform their kills into delicious cuisine! But getting in isn't easy; chefs from across Victusia must vie for their spot in a high… Expand;8 ;Action,Beat-'Em-Up,2D
METRO REDUX;83;8.0;PlayStation 4;Deep Silver;4A Games;Aug 26, 2014;Survive the horrors of the Russian apocalypse - equip your gasmask and an arsenal of hand-made weaponry as you face up to the threat of deadly mutants, human foes, and the terrifying environment itself. Immerse yourself in the Moscow Metro - and witness one of the most atmospheric worlds in… Expand;30 ;Action,Miscellaneous,Shooter,Compilation,First-Person,Sci-Fi
